Index,Direction,Type,Format,Frame ID,Length,Datas(Hex),Status,Time
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:55.865.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F CF 09 60 0E 92 00 00 ,Success,00:00:55.866.100
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:55.867.100
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:55.964.000
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:55.965.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F D0 09 60 0E 8E 00 00 ,Success,00:00:55.966.100
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:55.967.100
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:56.064.000
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:56.065.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F D0 09 60 0E 8D 00 00 ,Success,00:00:56.066.100
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:56.067.100
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:56.164.000
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:56.165.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F D0 09 60 0E 93 00 00 ,Success,00:00:56.166.100
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:56.167.100
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:56.264.000
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:56.265.200
CAN2,Receive,Extended,Data,0x0A010003,8,2F D0 09 60 0E 88 00 00 ,Success,00:00:56.266.200
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:56.267.200
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:56.364.100
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:56.365.200
CAN2,Receive,Extended,Data,0x0A010003,8,2F D0 09 60 0E 88 00 00 ,Success,00:00:56.366.200
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:56.367.200
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:56.464.100
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:56.465.200
CAN2,Receive,Extended,Data,0x0A010003,8,2F D0 09 60 0E 8A 00 00 ,Success,00:00:56.466.200
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:56.467.200
