Index,Direction,Type,Format,Frame ID,Length,Datas(Hex),Status,Time
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:16.728.000
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:16.824.800
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:16.826.000
CAN2,Receive,Extended,Data,0x0A010003,8,2F CE 08 FC 0D 81 00 00 ,Success,00:00:16.827.000
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:16.828.000
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:16.924.900
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:16.926.000
CAN2,Receive,Extended,Data,0x0A010003,8,2F CF 08 FC 0D 81 00 00 ,Success,00:00:16.927.000
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:16.928.000
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.024.900
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.026.000
CAN2,Receive,Extended,Data,0x0A010003,8,2F CF 08 FC 0D 86 00 00 ,Success,00:00:17.027.000
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:17.028.000
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.124.900
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.126.000
CAN2,Receive,Extended,Data,0x0A010003,8,2F CF 08 FC 0D 86 00 00 ,Success,00:00:17.127.000
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:17.128.000
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.224.900
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.226.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F CF 08 FC 0D 81 00 00 ,Success,00:00:17.227.000
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:17.228.000
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.324.900
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.326.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F CF 08 FC 0D 86 00 00 ,Success,00:00:17.327.100
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:17.328.100
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.425.000
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.426.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F CF 08 FC 0D 8C 00 00 ,Success,00:00:17.427.100
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:17.428.100
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.525.000
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.526.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F CF 08 FC 0D 89 00 00 ,Success,00:00:17.527.100
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:17.528.100
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.625.000
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.626.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F CF 08 FC 0D 81 00 00 ,Success,00:00:17.627.100
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:17.628.100
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.725.000
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.726.100
CAN2,Receive,Extended,Data,0x0A010003,8,2F CE 08 FC 0D 89 00 00 ,Success,00:00:17.727.100
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:17.728.100
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.825.000
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.826.200
CAN2,Receive,Extended,Data,0x0A010003,8,2F CE 08 FC 0D 8C 00 00 ,Success,00:00:17.827.200
CAN2,Receive,Extended,Data,0x1A01000B,8,00 00 00 08 00 00 00 00 ,Success,00:00:17.828.200
CAN2,Receive,Extended,Data,0x0A010001,2,00 00 ,Success,00:00:17.925.100
CAN2,Receive,Extended,Data,0x0A010002,8,00 00 00 00 00 00 00 00 ,Success,00:00:17.926.200
